length_fresh	id_netcolector	species	mean_density	id
3.2	1295	Thunnus alalunga	0.00940201735908044	515
3.2	1297	Thunnus alalunga	0.00880341526548883	517
3.2	1298	Thunnus alalunga	0.0357427386629531	518
3.2	1299	Thunnus alalunga	0.0815765350343732	519
3.2	1300	Thunnus thynnus	0.00868232980362547	520
3.2	1301	Thunnus alalunga	0.0533945972209393	521
3.2	1302	Thunnus alalunga	0.0875917428707174	522
3.2	1171	Thunnus alalunga	0.127060926353588	546
3.2	1171	Thunnus thynnus	0.00841559857735245	546
3.2	1175	Thunnus alalunga	0.00955045118099246	550
3.2	1176	Thunnus alalunga	0.0131247622043248	551
3.2	1178	Thunnus alalunga	0.0162364409228258	553
3.2	1186	Thunnus thynnus	0.00742562707931102	561
3.2	1188	Thunnus alalunga	0.0114301719452345	563
3.2	1188	Thunnus thynnus	0.00571327640699203	563
3.2	1189	Thunnus alalunga	0.0486471461803573	564
3.2	1190	Thunnus alalunga	0.00903347033015951	565
3.2	1191	Thunnus alalunga	0.025507138458162	566
3.2	1192	Thunnus alalunga	0.0201312282202093	567
3.2	1193	Thunnus alalunga	0.0319935816337984	568
3.2	1204	Thunnus thynnus	0.00758071574196763	579
3.2	1206	Thunnus alalunga	0.0263401059763672	581
3.2	1210	Thunnus alalunga	0.0143224003217185	585
3.2	1210	Thunnus thynnus	0.0143224003217185	585
3.2	1211	Thunnus alalunga	0.0104285303007193	586
3.2	1215	Thunnus alalunga	0.0174042560982325	590
3.2	1220	Thunnus thynnus	0.00940810992340586	595
3.2	1329	Thunnus alalunga	0.0359640852088368	601
3.2	1330	Thunnus alalunga	0.0180149510902745	602
3.2	1331	Thunnus alalunga	0.013964235492016	603
3.2	1332	Thunnus alalunga	0.0273661792882053	604
3.2	1333	Thunnus alalunga	0.0139911494255118	605
3.2	1335	Thunnus alalunga	0.0236383196196925	607
3.2	1340	Thunnus alalunga	0.00940810992340586	612
3.2	1341	Thunnus alalunga	0.035115971213749	613
3.2	1342	Thunnus alalunga	0.0110056113510828	614
3.2	1344	Thunnus alalunga	0.0269596473949767	616
3.2	1346	Thunnus alalunga	0.0504941315148478	618
3.2	1347	Thunnus alalunga	0.0806700100648781	619
3.2	1347	Thunnus thynnus	0.0626812841147934	619
3.2	1350	Thunnus alalunga	0.0604025979126414	622
3.2	985	Thunnus alalunga	0.00943255934626918	643
3.2	995	Thunnus alalunga	0.0250091776763985	653
3.2	997	Thunnus alalunga	0.0157605551812652	655
3.2	1014	Thunnus alalunga	0.0185375832437771	672
3.2	1021	Thunnus alalunga	0.00828119441231098	679
3.2	1024	Thunnus thynnus	0.143133743725965	682
3.2	1041	Thunnus alalunga	0.0188016528066279	699
3.2	1043	Thunnus alalunga	0.0437574634154161	701
3.2	1050	Thunnus alalunga	0.00884094058501329	708
3.2	1051	Thunnus alalunga	0.00893891951715562	709
3.2	1057	Thunnus alalunga	0.0168098042351818	715
3.2	1058	Thunnus alalunga	0.0829225220948895	716
3.2	1061	Thunnus alalunga	0.012857430719585	719
3.2	1062	Thunnus alalunga	0.0568917033495962	720
3.2	1065	Thunnus alalunga	0.0203999478621476	723
3.2	1070	Thunnus alalunga	0.0107928943905154	728
3.2	1072	Thunnus alalunga	0.0159861532717656	730
3.2	1073	Thunnus alalunga	0.0241293964495177	731
3.2	1079	Thunnus alalunga	0.00890601946285935	737
3.2	1082	Thunnus alalunga	0.0284289686959543	740
3.2	1083	Thunnus alalunga	0.0109475209111159	741
3.2	1084	Thunnus alalunga	0.0468648665111496	742
3.2	1086	Thunnus alalunga	0.0505527371512523	744
3.2	1088	Thunnus alalunga	0.0113055628756721	746
3.2	1090	Thunnus alalunga	0.143904056902741	748
3.2	1097	Thunnus alalunga	0.0195616268497317	755
3.2	1100	Thunnus alalunga	0.021980191719238	758
3.2	1101	Thunnus alalunga	0.0478455708901514	759
3.2	1107	Thunnus alalunga	0.0107848770597911	765
3.2	1111	Thunnus thynnus	0.00948803790339095	769
3.2	1114	Thunnus alalunga	0.0193917974436267	772
3.2	1118	Thunnus alalunga	0.0233094101620218	776
3.2	1126	Thunnus alalunga	0.0478534558645023	780
3.2	1126	Thunnus thynnus	0.00955045118099246	780
3.2	1122	Thunnus alalunga	0.0369244772248668	781
3.2	1125	Thunnus alalunga	0.0580286390169955	784
3.2	4314	Thunnus alalunga	0.00181093806591815	794
3.2	4328	Thunnus thynnus	1.0979381443299	801
3.2	4370	Thunnus thynnus	0.0168350168350168	810
3.2	4388	Thunnus alalunga	0.00297441998810232	814
3.2	4582	Thunnus thynnus	0.00504795557799091	841
3.2	5411	Thunnus thynnus	0.0037593984962406	941
3.2	5439	Thunnus thynnus	0.286700292009557	945
3.2	5572	Thunnus thynnus	0.0776699029126214	960
3.2	5692	Thunnus alalunga	0.0103498240529911	977
3.2	5837	Thunnus alalunga	0.00233208955223881	992
3.2	6015	Thunnus alalunga	0.00446528242911364	1013
3.2	6426	Thunnus alalunga	0.00326157860404436	1084
3.2	6563	Thunnus alalunga	0.00231964741359313	1121
3.2	6870	Thunnus thynnus	0.00556792873051225	1150
3.2	6914	Thunnus thynnus	0.021381227282446	1161
3.2	6918	Thunnus thynnus	0.00207125103562552	1162
3.2	6922	Thunnus thynnus	0.00214961306964746	1163
3.2	6934	Thunnus thynnus	0.0116166505324298	1166
3.2	6982	Thunnus thynnus	0.044452347083926	1178
3.2	6986	Thunnus thynnus	0.00224215246636771	1179
3.2	7010	Thunnus alalunga	0.00179565451607111	1185
3.2	7010	Thunnus thynnus	0.0107739270964266	1185
3.2	7198	Thunnus thynnus	0.00234137204401779	1214
3.2	7238	Thunnus alalunga	0.00491521258294421	1224
3.2	7262	Thunnus alalunga	0.00481927710843374	1230
3.2	7286	Thunnus alalunga	0.00235682300259251	1236
3.2	7298	Thunnus thynnus	0.00264900662251656	1239
3.2	7789	Thunnus alalunga	0.00294811320754717	1323
3.2	7809	Thunnus thynnus	0.00370164723301869	1328
3.2	8241	Thunnus thynnus	0.00179841106785333	1340
3.2	8210	Thunnus alalunga	0.0018864906143319	1347
3.2	8071	Thunnus thynnus	0.00170757562510928	1380
3.2	8021	Thunnus thynnus	0.00669726572964478	1382
3.2	8001	Thunnus thynnus	0.00503940817190429	1393
3.2	7953	Thunnus alalunga	0.00149944100839207	1398
3.2	7865	Thunnus thynnus	0.0213602187286398	1424
3.3	1243	Thunnus alalunga	0.0229652851050847	458
3.3	1304	Thunnus alalunga	0.00984845831400308	476
3.3	1309	Thunnus alalunga	0.0328886409091067	481
3.3	1312	Thunnus alalunga	0.0168195411947605	484
3.3	1290	Thunnus alalunga	0.0111321906646103	511
3.3	1292	Thunnus alalunga	0.0168880170411553	513
3.3	1165	Thunnus alalunga	0.0191362036211603	540
3.3	1171	Thunnus alalunga	0.135594880981485	546
3.3	1179	Thunnus alalunga	0.015483227300182	554
3.3	1188	Thunnus thynnus	0.0114301719452345	563
3.3	1189	Thunnus alalunga	0.0486471461803573	564
3.3	1204	Thunnus thynnus	0.00758071574196763	579
3.3	1217	Thunnus alalunga	0.0191867819440994	592
3.3	1218	Thunnus thynnus	0.00802486671192775	593
3.3	1220	Thunnus alalunga	0.0188260326747241	595
3.3	1221	Thunnus alalunga	0.00928180197857652	596
3.3	4328	Thunnus thynnus	3.28865979381443	801
3.3	4354	Thunnus alalunga	0.00276625172890733	806
3.3	4362	Thunnus thynnus	0.00205128205128205	808
3.3	4366	Thunnus thynnus	0.00182348650619985	809
3.3	4370	Thunnus thynnus	0.0168350168350168	810
3.3	4380	Thunnus thynnus	0.00247096614776378	812
3.3	4388	Thunnus alalunga	0.0118976799524093	814
3.3	4578	Thunnus thynnus	0.0020185708518369	840
3.3	4582	Thunnus thynnus	0.00757193336698637	841
3.3	4702	Thunnus alalunga	0.00559179869524697	871
3.3	4270	Thunnus alalunga	0.00231481481481481	906
3.3	5439	Thunnus thynnus	1.86620653039554	945
3.3	5572	Thunnus thynnus	0.194174757281553	960
3.3	5692	Thunnus alalunga	0.0103498240529911	977
3.3	5692	Thunnus thynnus	0.0434692610225626	977
3.3	5801	Thunnus alalunga	0.00846740050804403	988
3.3	5817	Thunnus alalunga	0.00161603102779573	990
3.3	5074	Thunnus thynnus	0.0163161711385062	1007
3.3	6061	Thunnus thynnus	0.0034837136387389	1019
3.3	6513	Thunnus thynnus	0.00253356979984799	1091
3.3	6672	Thunnus alalunga	0.00243486729973216	1144
3.3	6870	Thunnus thynnus	0.0723830734966592	1150
3.3	6910	Thunnus thynnus	0.00176273576590869	1160
3.3	6914	Thunnus thynnus	0.149668590977122	1161
3.3	6922	Thunnus thynnus	0.00214961306964746	1163
3.3	6934	Thunnus thynnus	0.0290416263310745	1166
3.3	6942	Thunnus thynnus	0.00203873598369011	1168
3.3	6982	Thunnus thynnus	0.0586770981507824	1178
3.3	6986	Thunnus thynnus	0.00224215246636771	1179
3.3	7010	Thunnus alalunga	0.00179565451607111	1185
3.3	7010	Thunnus thynnus	0.0107739270964266	1185
3.3	7170	Thunnus thynnus	0.00263435194942044	1207
3.3	7194	Thunnus thynnus	0.0173482032218092	1213
3.3	7198	Thunnus thynnus	0.00234137204401779	1214
3.3	7234	Thunnus alalunga	0.00220507166482911	1223
3.3	7238	Thunnus alalunga	0.00245760629147211	1224
3.3	7258	Thunnus alalunga	0.00224618149146451	1229
3.3	7262	Thunnus alalunga	0.00481927710843374	1230
3.3	7266	Thunnus alalunga	0.00285143997718848	1231
3.3	7270	Thunnus thynnus	0.00294031167303734	1232
3.3	7729	Thunnus thynnus	0.00159464200287036	1308
3.3	7781	Thunnus thynnus	0.001999600079984	1321
3.3	7789	Thunnus alalunga	0.00294811320754717	1323
3.3	7809	Thunnus thynnus	0.00185082361650935	1328
3.3	8241	Thunnus thynnus	0.00179841106785333	1340
3.3	8210	Thunnus alalunga	0.00377298122866379	1347
3.3	8216	Thunnus alalunga	0.00160056134887628	1348
3.3	8111	Thunnus thynnus	0.00213991262308777	1366
3.3	8075	Thunnus alalunga	0.0018320655439769	1370
3.3	8063	Thunnus alalunga	0.0023757573914564	1378
3.3	8071	Thunnus alalunga	0.00512272687532785	1380
3.3	8071	Thunnus thynnus	0.00170757562510928	1380
3.3	8021	Thunnus thynnus	0.00669726572964478	1382
3.3	8039	Thunnus alalunga	0.0017469323867289	1386
3.3	7865	Thunnus alalunga	0.00305145981837711	1424
3.3	7865	Thunnus thynnus	0.0213602187286398	1424
3.4	1238	Thunnus alalunga	0.0191867819440994	453
3.4	1304	Thunnus alalunga	0.0197076694046058	476
3.4	1306	Thunnus alalunga	0.0098417822776936	478
3.4	1322	Thunnus alalunga	0.0261346435139405	494
3.4	1323	Thunnus alalunga	0.0166555320196976	495
3.4	1293	Thunnus alalunga	0.0157520054206738	514
3.4	1298	Thunnus alalunga	0.0178537042934396	518
3.4	1301	Thunnus alalunga	0.0152234676714791	521
3.4	1302	Thunnus alalunga	0.0193917974436267	522
3.4	1171	Thunnus alalunga	0.118534900797624	546
3.4	1179	Thunnus alalunga	0.015483227300182	554
3.4	1183	Thunnus alalunga	0.0117588125683834	558
3.4	1189	Thunnus alalunga	0.060849841376015	564
3.4	1204	Thunnus thynnus	0.00758071574196763	579
3.4	1220	Thunnus alalunga	0.0376913473713035	595
3.4	4328	Thunnus thynnus	8.01718213058419	801
3.4	4362	Thunnus thynnus	0.00205128205128205	808
3.4	4370	Thunnus thynnus	0.0505050505050505	810
3.4	4388	Thunnus alalunga	0.00892325996430696	814
3.4	4526	Thunnus thynnus	0.00217249619813165	827
3.4	4582	Thunnus alalunga	0.00252397778899546	841
3.4	4582	Thunnus thynnus	0.00757193336698637	841
3.4	4674	Thunnus alalunga	0.00235183443085607	864
3.4	4768	Thunnus thynnus	0.00438404208680403	887
3.4	4786	Thunnus thynnus	0.00696540515439981	891
3.4	4792	Thunnus thynnus	0.00223763705526964	892
3.4	5439	Thunnus thynnus	1.43615609238121	945
3.4	5459	Thunnus thynnus	0.0119817876827223	946
3.4	5475	Thunnus alalunga	0.00202922077922078	948
3.4	5564	Thunnus thynnus	0.0236127508854782	959
3.4	5572	Thunnus thynnus	0.584142394822006	960
3.4	5692	Thunnus alalunga	0.0124197888635893	977
3.4	5692	Thunnus thynnus	0.0683088387497413	977
3.4	5801	Thunnus alalunga	0.00423370025402202	988
3.4	5074	Thunnus thynnus	0.00543872371283539	1007
3.4	6061	Thunnus thynnus	0.00174185681936945	1019
3.4	5147	Thunnus alalunga	0.0012708095056551	1033
3.4	6753	Thunnus alalunga	0.00238663484486874	1115
3.4	6607	Thunnus alalunga	0.00188430374976446	1132
3.4	6870	Thunnus thynnus	0.0538233110616184	1150
3.4	6910	Thunnus thynnus	0.00176273576590869	1160
3.4	6914	Thunnus thynnus	0.192431045542014	1161
3.4	6922	Thunnus thynnus	0.00214961306964746	1163
3.4	6934	Thunnus thynnus	0.0329138431752178	1166
3.4	6942	Thunnus thynnus	0.0122324159021407	1168
3.4	6982	Thunnus thynnus	0.0960170697012802	1178
3.4	7010	Thunnus thynnus	0.0179565451607111	1185
3.4	7166	Thunnus thynnus	0.00245639891918448	1206
3.4	7194	Thunnus thynnus	0.0520446096654275	1213
3.4	7258	Thunnus alalunga	0.00224618149146451	1229
3.4	7262	Thunnus alalunga	0.00240963855421687	1230
3.4	7266	Thunnus alalunga	0.00285143997718848	1231
3.4	7286	Thunnus alalunga	0.00471364600518501	1236
3.4	7286	Thunnus thynnus	0.00235682300259251	1236
3.4	7479	Thunnus alalunga	0.00203169443315725	1245
3.4	7733	Thunnus alalunga	0.00164527805199079	1309
3.4	7741	Thunnus alalunga	0.00233208955223881	1311
3.4	7849	Thunnus alalunga	0.00188359389715577	1338
3.4	8261	Thunnus thynnus	0.00271319175536995	1343
3.4	8210	Thunnus alalunga	0.0018864906143319	1347
3.4	8216	Thunnus alalunga	0.00160056134887628	1348
3.4	8228	Thunnus alalunga	0.00236737940569307	1350
3.4	8228	Thunnus thynnus	0.0142042764341584	1350
3.4	8156	Thunnus thynnus	0.0021625624115512	1362
3.4	8111	Thunnus thynnus	0.00427982524617555	1366
3.4	8063	Thunnus thynnus	0.0023757573914564	1378
3.4	8071	Thunnus alalunga	0.011953029375765	1380
3.4	8071	Thunnus thynnus	0.00341515125021857	1380
3.4	8051	Thunnus alalunga	0.00661245045070462	1381
3.4	8021	Thunnus thynnus	0.00223242190988159	1382
3.4	8039	Thunnus alalunga	0.00524079716018671	1386
3.4	8043	Thunnus thynnus	0.00368135379577027	1387
3.4	8047	Thunnus alalunga	0.00422974628289897	1388
3.4	8001	Thunnus thynnus	0.017637928601665	1393
3.4	8005	Thunnus thynnus	0.00541076352366235	1394
3.4	8013	Thunnus thynnus	0.00587406015037594	1396
3.4	7957	Thunnus thynnus	0.00212443405076888	1399
3.4	7905	Thunnus thynnus	0.00341515125021857	1421
3.4	7865	Thunnus thynnus	0.125109852553462	1424
3.4	7869	Thunnus thynnus	0.00632895369737475	1425
3.4	7881	Thunnus thynnus	0.00307341276671076	1428
3.5	1320	Thunnus alalunga	0.00780485315170886	492
3.5	1326	Thunnus alalunga	0.0172594268007885	498
3.5	1298	Thunnus alalunga	0.0357427386629531	518
3.5	1300	Thunnus alalunga	0.0173730169979047	520
3.5	1301	Thunnus alalunga	0.0152234676714791	521
3.5	1302	Thunnus alalunga	0.00969069318275129	522
3.5	1165	Thunnus alalunga	0.0191362036211603	540
3.5	1176	Thunnus alalunga	0.0262686197583295	551
3.5	1189	Thunnus alalunga	0.0730689330570023	564
3.5	1217	Thunnus alalunga	0.0191867819440994	592
3.5	1220	Thunnus alalunga	0.0188260326747241	595
3.5	1346	Thunnus alalunga	0.0504941315148478	618
3.5	1347	Thunnus alalunga	0.0986942937315915	619
3.5	4314	Thunnus alalunga	0.00181093806591815	794
3.5	4328	Thunnus thynnus	11.4381443298969	801
3.5	4362	Thunnus thynnus	0.00615384615384615	808
3.5	4366	Thunnus thynnus	0.00182348650619985	809
3.5	4370	Thunnus thynnus	0.168350168350168	810
3.5	4380	Thunnus thynnus	0.00494193229552755	812
3.5	4388	Thunnus alalunga	0.0297441998810232	814
3.5	4578	Thunnus thynnus	0.0020185708518369	840
3.5	4582	Thunnus thynnus	0.00757193336698637	841
3.5	4622	Thunnus thynnus	0.00290275761973875	851
3.5	4710	Thunnus alalunga	0.0021654395842356	873
3.5	4754	Thunnus thynnus	0.00457142857142857	884
3.5	4792	Thunnus alalunga	0.00447527411053927	892
3.5	4792	Thunnus thynnus	0.00223763705526964	892
3.5	4294	Thunnus thynnus	0.00394866732477789	912
3.5	5411	Thunnus thynnus	0.0037593984962406	941
3.5	5439	Thunnus thynnus	3.31032651977701	945
3.5	5459	Thunnus thynnus	0.0814761562425114	946
3.5	5467	Thunnus thynnus	0.00238549618320611	947
3.5	5564	Thunnus thynnus	0.0236127508854782	959
3.5	5572	Thunnus thynnus	1.56148867313916	960
3.5	5692	Thunnus alalunga	0.00827985924239288	977
3.5	5692	Thunnus thynnus	0.155247360794866	977
3.5	5801	Thunnus alalunga	0.00846740050804403	988
3.5	5074	Thunnus thynnus	0.00543872371283539	1007
3.5	6015	Thunnus thynnus	0.00223264121455682	1013
3.5	6031	Thunnus alalunga	0.00149231457991345	1015
3.5	6061	Thunnus alalunga	0.00174185681936945	1019
3.5	6061	Thunnus thynnus	0.00522557045810834	1019
3.5	5177	Thunnus alalunga	0.00348310693138279	1037
3.5	5281	Thunnus thynnus	0.00474608448030375	1051
3.5	5301	Thunnus alalunga	0.00167000668002672	1056
3.5	5351	Thunnus alalunga	0.00187758167480285	1063
3.5	6563	Thunnus thynnus	0.00231964741359313	1121
3.5	6870	Thunnus thynnus	0.0798069784706756	1150
3.5	6886	Thunnus thynnus	0.003003003003003	1154
3.5	6910	Thunnus thynnus	0.00528820729772607	1160
3.5	6914	Thunnus thynnus	0.363480863801582	1161
3.5	6922	Thunnus alalunga	0.00214961306964746	1163
3.5	6922	Thunnus thynnus	0.00214961306964746	1163
3.5	6934	Thunnus thynnus	0.0716360116166505	1166
3.5	6942	Thunnus thynnus	0.0203873598369011	1168
3.5	6982	Thunnus thynnus	0.195590327169275	1178
3.5	6986	Thunnus thynnus	0.00448430493273543	1179
3.5	6990	Thunnus thynnus	0.00236406619385343	1180
3.5	7010	Thunnus thynnus	0.050278326449991	1185
3.5	7026	Thunnus thynnus	0.00256344527044348	1189
3.5	7198	Thunnus thynnus	0.00468274408803559	1214
3.5	7238	Thunnus alalunga	0.00245760629147211	1224
3.5	7262	Thunnus alalunga	0.00240963855421687	1230
3.5	7266	Thunnus alalunga	0.00285143997718848	1231
3.5	7266	Thunnus thynnus	0.00285143997718848	1231
3.5	7270	Thunnus alalunga	0.00294031167303734	1232
3.5	7270	Thunnus thynnus	0.00294031167303734	1232
3.5	7274	Thunnus alalunga	0.00261780104712042	1233
3.5	7274	Thunnus thynnus	0.00261780104712042	1233
3.5	7286	Thunnus alalunga	0.00235682300259251	1236
3.5	7479	Thunnus alalunga	0.00203169443315725	1245
3.5	7483	Thunnus alalunga	0.00166944908180301	1246
3.5	7647	Thunnus alalunga	0.00417710944026733	1287
3.5	7733	Thunnus alalunga	0.00329055610398157	1309
3.5	7745	Thunnus alalunga	0.00381752242794426	1312
3.5	7789	Thunnus alalunga	0.00442216981132075	1323
3.5	7809	Thunnus thynnus	0.00370164723301869	1328
3.5	7841	Thunnus thynnus	0.0408663669799755	1336
3.5	8234	Thunnus alalunga	0.00372660437771669	1339
3.5	8241	Thunnus thynnus	0.0179841106785333	1340
3.5	8265	Thunnus alalunga	0.00234493419176684	1344
3.5	8198	Thunnus alalunga	0.00213699323342463	1345
3.5	8216	Thunnus alalunga	0.00160056134887628	1348
3.5	8216	Thunnus thynnus	0.00160056134887628	1348
3.5	8192	Thunnus alalunga	0.00355868846671772	1356
3.5	8156	Thunnus thynnus	0.00432512482310239	1362
3.5	8111	Thunnus alalunga	0.00427982524617555	1366
3.5	8075	Thunnus alalunga	0.0018320655439769	1370
3.5	8095	Thunnus alalunga	0.00240740170097375	1375
3.5	8095	Thunnus thynnus	0.01925921360779	1375
3.5	8055	Thunnus thynnus	0.00194585843490714	1376
3.5	8071	Thunnus alalunga	0.00512272687532785	1380
3.5	8071	Thunnus thynnus	0.00341515125021857	1380
3.5	8021	Thunnus thynnus	0.00892968763952637	1382
3.5	8039	Thunnus alalunga	0.00698772954691562	1386
3.5	8043	Thunnus thynnus	0.0202474458767365	1387
3.5	8001	Thunnus alalunga	0.00251970408595215	1393
3.5	8001	Thunnus thynnus	0.017637928601665	1393
3.5	8013	Thunnus thynnus	0.00587406015037594	1396
3.5	8017	Thunnus thynnus	0.00512458900796156	1397
3.5	7865	Thunnus thynnus	0.344814959476614	1424
3.5	7869	Thunnus thynnus	0.00316447684868737	1425
3.5	7881	Thunnus thynnus	0.00307341276671076	1428
3.6	1230	Thunnus thynnus	0.0416964961755221	445
